,brain region,measurement,standard deviation,measurement type,measurement unit,cell type,source title,comment,specimen age
2777,Striatum,4565.2173913043,133.8783233,cell density,number of cells per mm^3,PV+,ANALYSIS OF NEURONAL SUBPOPULATIONS IN MICEOVER-EXPRESSING SUPPRESSOR OF CYTOKINE SIGNALING-2,Extracted from Figure 8,2-3 months
2778,Hippocampal region,3430.379747,348.8197419,cell density,number of cells per mm^3,PV+,"Age‐dependent loss of parvalbumin‐expressing hippocampal interneurons in mice deficient in CHL1, a mental retardation and schizophrenia susceptibility gene",Extracted from Figure 1 and 2,6-month-old 
2779,Anterior cingulate area,8159.806295,3173.067827,cell density,number of cells per mm^3,PV+,"Age‐dependent loss of parvalbumin‐expressing hippocampal interneurons in mice deficient in CHL1, a mental retardation and schizophrenia susceptibility gene",Extracted from Figure 1 and 2,6-month-old 
2780,Field CA1,1709.302326,381.6646809,cell density,number of cells per mm^3,PV+,"Age‐dependent loss of parvalbumin‐expressing hippocampal interneurons in mice deficient in CHL1, a mental retardation and schizophrenia susceptibility gene",Extracted from Figure 1 and 2,6-month-old 
2781,Somatosensory areas,5338.164251,1242.494797,cell density,number of cells per mm^3,PV+,Deletion of Selenoprotein M Leads to Obesity without Cognitive Deficits,"Extracted from figure 3B
40um thick slices
density = counts/mm^2/40*1000
n=6",12–20 weeks
2782,Triangular nucleus of septum,1714.975845,576.8725844,cell density,number of cells per mm^3,PV+,Deletion of Selenoprotein M Leads to Obesity without Cognitive Deficits,"Extracted from figure 3B
40um thick slices
density = counts/mm^2/40*1000
n=6",12–20 weeks
2783,Field CA1,1509.661836,325.415304,cell density,number of cells per mm^3,PV+,Deletion of Selenoprotein M Leads to Obesity without Cognitive Deficits,"Extracted from figure 3B
40um thick slices
density = counts/mm^2/40*1000
n=6",12–20 weeks
2784,Field CA2,2282.6086956522,621.2473985319,cell density,number of cells per mm^3,PV+,Deletion of Selenoprotein M Leads to Obesity without Cognitive Deficits,"Extracted from figure 3B
40um thick slices
density = counts/mm^2/40*1000
n=6",12–20 weeks
2785,Field CA3,2282.6086956522,621.2473985319,cell density,number of cells per mm^3,PV+,Deletion of Selenoprotein M Leads to Obesity without Cognitive Deficits,"Extracted from figure 3B
40um thick slices
density = counts/mm^2/40*1000
n=6",12–20 weeks
2786,Dentate gyrus,531.4009662,295.8320945,cell density,number of cells per mm^3,PV+,Deletion of Selenoprotein M Leads to Obesity without Cognitive Deficits,"Extracted from figure 3B
40um thick slices
density = counts/mm^2/40*1000
n=6",12–20 weeks
2787,Inferior colliculus,4794.68599,887.4962836,cell density,number of cells per mm^3,PV+,Deletion of Selenoprotein M Leads to Obesity without Cognitive Deficits,"Extracted from figure 3B
40um thick slices
density = counts/mm^2/40*1000
n=6",12–20 weeks
2788,Somatomotor areas,1489.071038,183.0601093,cell density,number of cells per mm^3,PV+,Heterozygosity for the mutated X-chromosome-linked L1 celladhesion molecule gene leads to increased numbers of neuronsand enhanced metabolism in the forebrain of female carrier mice,"Extracted from Figure 1I
50um thick slices
density = counts/mm^2/50*1000", 4-month-old
2789,Somatosensory areas,2207.650273,193.989071,cell density,number of cells per mm^3,PV+,Heterozygosity for the mutated X-chromosome-linked L1 celladhesion molecule gene leads to increased numbers of neuronsand enhanced metabolism in the forebrain of female carrier mice,"Extracted from Figure 1I
50um thick slices
density = counts/mm^2/50*1000", 4-month-old
2790,Dentate gyrus,1088.058706,211.0740494,cell density,number of cells per mm^3,PV+,ProNGF Drives Localized and Cell Selective Parvalbumin Interneuron and Perineuronal Net Depletion in the Dentate Gyrus of Transgenic Mice,"Extracted from Figure 1CE
n=4",12 months
2791,Basolateral amygdalar nucleus,1448.1830417227,183.0417227,cell density,number of cells per mm^3,PV+,ProNGF Drives Localized and Cell Selective Parvalbumin Interneuron and Perineuronal Net Depletion in the Dentate Gyrus of Transgenic Mice,"Extracted from Figure 1CE
n=4",12 months
2792,Striatum,1432.1926489227,245.8808619,cell density,number of cells per mm^3,PV+,Quantitative morphological analysis of the neostriatum and the cerebellum of tenascin-C deficient mice,Extracted from Figure 7,5 months
2793,Entorhinal area,4810.9965635739,893.4707904,cell density,number of cells per mm^3,PV+,Extracellular Amyloid- β and Cytotoxic Glial Activation Induce Significant Entorhinal Neuron Loss in Young PS1 M 146L /APP 751SL Mice,Extracted from Figure 1,6 months
2794,Subiculum,10721.93,3057.86,cell density,number of cells per mm^3,PV+,Early Neuronal Loss and Axonal/PresynapticDamage is Associated with AcceleratedAmyloid-_x0001_Accumulation in A_x0001_PP/PS1Alzheimer’s Disease Mice Subiculum,Extracted from Figure 1 and text,6 months
2795,Somatomotor areas,3896,653,cell density,number of cells per mm^3,PV+,Cortical distribution of GABAergic interneurons is determinedby migration time and brain size,"40 μm coronal slices
Extracted from Figure 1
n=4 for PV
n=7 for SST
n=6 for VIP",P14
2796,Somatosensory areas,5576,860.5,cell density,number of cells per mm^3,PV+,Cortical distribution of GABAergic interneurons is determinedby migration time and brain size,"40 μm coronal slices
Extracted from Figure 1
n=4 for PV
n=7 for SST
n=6 for VIP",P14
2797,Visual areas,3135.5,978.5,cell density,number of cells per mm^3,PV+,Cortical distribution of GABAergic interneurons is determinedby migration time and brain size,"40 μm coronal slices
Extracted from Figure 1
n=4 for PV
n=7 for SST
n=6 for VIP",P14
2798,"Frontal pole, cerebral cortex",1081,304,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2799,Primary motor area,1267,426,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2800,Secondary motor area,1261,546,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2801,"Primary somatosensory area, nose",1557,136,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2802,"Primary somatosensory area, barrel field",1673,334,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2803,"Primary somatosensory area, lower limb",1816,326,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2804,"Primary somatosensory area, mouth",1174,220,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2805,"Primary somatosensory area, upper limb",1766,640,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2806,"Primary somatosensory area, trunk",1982,606,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2807,"Primary somatosensory area, unassigned",1963,434,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2808,Supplemental somatosensory area,1475,148,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2809,Gustatory areas,1197,444,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2810,Visceral area,1187,244,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2811,Dorsal auditory area,1825,498,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2812,Primary auditory area,1942,692,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2813,Posterior auditory area,1397,534,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2814,Ventral auditory area,1821,668,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2815,Anterolateral visual area,1703,482,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2816,Anteromedial visual area,2376,992,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2817,Lateral visual area,1614,674,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2818,Primary visual area,1855,710,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2819,Posterolateral visual area,1498,756,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2820,posteromedial visual area,2241,728,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2821,Laterointermediate area,1398,340,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2822,Postrhinal area,1541,714,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2823,"Anterior cingulate area, dorsal part",1881,1002,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2824,"Anterior cingulate area, ventral part",1893,586,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
2825,Prelimbic area,1293,458,cell density,number of cells per mm^3,PV+,Densities and numbers of calbindin and parvalbumin positive neurons across the rat and mouse brain,"Densities extracted from suplementary table 1
n = 4",6  months  old
